t,count
1554674872,0
1554674882,0
1554674892,0
1554674902,0
1554674912,0
1554674922,0
1554674932,0
1554674942,21
1554674952,47
1554674962,73
1554674972,103
1554674982,135
1554674992,169
1554675002,212
1554675012,237
1554675022,273
1554675032,304
1554675042,321
1554675052,340
1554675062,364
1554675072,386
1554675082,404
1554675092,426
1554675102,440
1554675112,462
1554675122,488
1554675132,515
1554675142,540
1554675152,564
1554675162,586
1554675172,609
1554675182,639
1554675192,660
1554675202,681
1554675212,705
1554675222,732
1554675232,756
1554675242,777
1554675252,798
1554675262,831
1554675272,843
1554675282,897
1554675600,0
1554675610,0
1554675620,0
1554675630,0
1554675640,0
1554675650,0
1554675660,0
1554675670,25
1554675680,57
1554675690,79
1554675700,103
1554675710,125
1554675720,148
1554675730,174
1554675740,190
1554675750,213
1554675760,235
1554675770,259
1554675780,279
1554675790,305
1554675800,328
1554675810,348
1554675820,369
1554675830,385
1554675840,407
1554675850,432
1554675860,460
1554675870,484
1554675880,507
1554675890,532
1554675900,557
1554675910,579
1554675920,598
1554675930,619
1554675940,643
