t,count
1554841186,1
1554841196,11
1554841206,21
1554841216,29
1554841226,39
1554841236,49
1554841246,58
1554841256,67
1554841266,77
1554841276,87
1554841286,97
1554841296,107
1554841306,117
1554841316,126
1554841326,136
1554841336,146
1554841346,156
1554841356,166
1554841366,176
1554841376,186
1554841386,196
1554841396,206
1554841406,216
1554841416,225
1554841426,235
1554841436,245
1554841446,254
1554841456,264
1554841466,274
1554841476,284
1554841486,294
1554841496,304
1554841506,314
1554841516,324
1554841526,334
1554841536,343
