t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554841166,2,0.933752,0.000000,0.000000,0.000000,events/second
1554841176,11,0.902792,0.984009,0.996694,0.998892,events/second
1554841186,21,0.946860,0.986464,0.996803,0.998904,events/second
1554841196,38,1.182182,1.081931,1.016632,1.005552,events/second
1554841206,57,1.352658,1.193447,1.042369,1.014337,events/second
1554841216,83,1.591080,1.394666,1.090183,1.030756,events/second
1554841226,112,1.802292,1.610410,1.146238,1.050305,events/second
1554841236,135,1.871522,1.730348,1.187286,1.065213,events/second
1554841246,158,1.923450,1.833152,1.227044,1.079962,events/second
1554841256,189,2.051312,1.952156,1.272109,1.096764,events/second
1554841266,233,2.281282,2.297241,1.368097,1.131053,events/second
1554841276,279,2.488158,2.634765,1.470745,1.168276,events/second
1554841286,323,2.644577,2.905761,1.566778,1.203985,events/second
1554841296,369,2.792630,3.196561,1.672776,1.243719,events/second
1554841306,417,2.933259,3.397302,1.765490,1.279703,events/second
1554841316,466,3.063141,3.628633,1.868279,1.319709,events/second
1554841326,518,3.194642,3.872424,1.977615,1.362597,events/second
1554841336,568,3.299624,4.046806,2.076755,1.402795,events/second
1554841346,625,3.431564,4.287807,2.192370,1.449185,events/second
1554841356,684,3.560038,4.534669,2.313894,1.498362,events/second
1554841366,748,3.700448,4.819753,2.447797,1.552517,events/second
1554841376,811,3.823063,5.062349,2.577366,1.606079,events/second
1554841386,879,3.957085,5.315677,2.712604,1.662374,events/second
1554841396,950,4.092372,5.544826,2.846659,1.719149,events/second
1554841406,1015,4.191576,5.705536,2.969654,1.773075,events/second
1554841416,1086,4.307140,5.937521,3.108450,1.833052,events/second
1554841426,1165,4.444166,6.195299,3.255810,1.896787,events/second
1554841436,1236,4.541747,6.348260,3.385062,1.955380,events/second
1554841446,1308,4.635934,6.480296,3.510185,2.013337,events/second
1554841456,1379,4.720272,6.618930,3.637599,2.072845,events/second
1554841466,1454,4.812466,6.679989,3.747941,2.127300,events/second
1554841476,1525,4.885731,6.819949,3.874172,2.187765,events/second
1554841486,1598,4.960103,6.830320,3.973288,2.239825,events/second
1554841496,1667,5.018910,6.900507,4.082269,2.295728,events/second
1554841506,1738,5.079595,6.901068,4.174672,2.346607,events/second
1554841516,1814,5.151218,6.978942,4.280466,2.402451,events/second
1554841526,1886,5.207831,7.043582,4.382736,2.457672,events/second
1554841536,1958,5.261449,7.052883,4.471846,2.508971,events/second
