t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554649861,10,1.536974,1.600000,1.600000,1.600000,events/second
1554649871,25,1.514633,1.584009,1.596694,1.598892,events/second
1554649881,39,1.473933,1.555760,1.590246,1.596694,events/second
1554649891,52,1.420684,1.514578,1.580649,1.593407,events/second
1554649901,64,1.370647,1.467563,1.568224,1.589066,events/second
1554649911,73,1.293536,1.394505,1.549541,1.582551,events/second
1554649921,82,1.233266,1.287247,1.521662,1.572796,events/second
1554649931,96,1.255970,1.319269,1.520925,1.571988,events/second
1554649941,110,1.256499,1.316950,1.513709,1.568986,events/second
1554649951,121,1.253393,1.317544,1.506840,1.566029,events/second
1554649961,138,1.294135,1.360907,1.509894,1.566405,events/second
1554649971,150,1.288208,1.352196,1.503040,1.563464,events/second
1554649981,161,1.273437,1.314118,1.489854,1.558346,events/second
1554649991,171,1.253336,1.249904,1.470489,1.551068,events/second
1554650001,189,1.290720,1.318363,1.477986,1.552711,events/second
1554650011,201,1.284745,1.300192,1.468873,1.548814,events/second
1554650021,218,1.309852,1.376922,1.479728,1.551589,events/second
1554650031,232,1.314959,1.364473,1.473809,1.548806,events/second
1554650041,243,1.303427,1.352658,1.468029,1.546048,events/second
1554650051,253,1.287988,1.297240,1.452630,1.540008,events/second
1554650061,263,1.274045,1.251608,1.437791,1.534041,events/second
1554650071,276,1.275244,1.227694,1.426690,1.529242,events/second
1554650081,291,1.285135,1.267580,1.429011,1.528910,events/second
1554650091,301,1.273106,1.225223,1.414892,1.523059,events/second
1554650101,311,1.262018,1.221351,1.407847,1.519490,events/second
1554650111,324,1.263504,1.237900,1.404502,1.517086,events/second
1554650121,332,1.246104,1.170674,1.384685,1.509162,events/second
1554650131,340,1.229969,1.113769,1.365516,1.501326,events/second
1554650141,356,1.242869,1.160268,1.366756,1.500219,events/second
1554650151,370,1.248200,1.213062,1.371152,1.500220,events/second
1554650161,378,1.233569,1.180353,1.358984,1.494693,events/second
1554650171,389,1.229342,1.123241,1.340713,1.487023,events/second
1554650181,401,1.228449,1.151016,1.339405,1.484959,events/second
1554650191,412,1.224632,1.157257,1.334781,1.481804,events/second
1554650201,423,1.221030,1.134394,1.323860,1.476487,events/second
1554650211,431,1.209214,1.083058,1.306686,1.469012,events/second
1554650221,441,1.203499,1.085020,1.299882,1.464931,events/second
