t,count
1554825122,6
1554825132,12
1554825142,17
1554825152,23
1554825162,28
1554825172,33
1554825182,39
1554825192,45
1554825202,50
1554825212,58
1554825222,63
1554825232,69
1554825242,78
1554825252,83
1554825262,89
1554825272,94
1554825282,99
1554825292,104
1554825302,109
1554825312,117
1554825322,123
1554825332,132
1554825342,140
1554825352,149
1554825362,159
1554825372,169
1554825382,179
1554825392,188
1554825402,198
1554825412,208
1554825422,218
1554825432,228
1554825442,238
1554825452,248
