t,count
1554825112,2
1554825122,7
1554825132,13
1554825142,18
1554825152,24
1554825162,29
1554825172,35
1554825182,41
1554825192,46
1554825202,53
1554825212,58
1554825222,65
1554825232,72
1554825242,77
1554825252,83
1554825262,88
1554825272,93
1554825282,98
1554825292,105
1554825302,111
1554825312,119
1554825322,126
1554825332,135
1554825342,144
1554825352,154
1554825362,164
1554825372,174
1554825382,184
1554825392,194
1554825402,204
1554825412,214
1554825422,224
1554825432,234
1554825442,244
1554825452,254
