t,count
1554825122,5
1554825132,10
1554825142,15
1554825152,20
1554825162,25
1554825172,30
1554825182,35
1554825192,40
1554825202,45
1554825212,50
1554825222,55
1554825232,62
1554825242,70
1554825252,80
1554825262,90
1554825272,99
1554825282,109
1554825292,119
1554825302,129
1554825312,139
1554825322,149
1554825332,158
1554825342,168
1554825352,178
1554825362,188
1554825372,198
1554825382,208
1554825392,218
1554825402,228
1554825412,238
1554825422,248
1554825432,258
1554825442,268
1554825452,278
