t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554847731,1,2.657294,0.000000,0.000000,0.000000,events/second
1554847741,29,2.791234,2.295947,2.219834,2.206648,events/second
1554847751,59,2.890583,2.399548,2.242597,2.214362,events/second
1554847761,113,3.719548,2.849943,2.345672,2.249513,events/second
1554847771,149,3.689880,2.956141,2.386411,2.264392,events/second
1554847781,185,3.670428,3.046035,2.425815,2.279107,events/second
1554847791,243,4.024841,3.467540,2.536379,2.318005,events/second
1554847801,290,4.121014,3.659942,2.607448,2.344341,events/second
1554847811,341,4.242076,3.911081,2.695693,2.376997,events/second
1554847821,375,4.149636,3.808310,2.712499,2.386121,events/second
1554847831,403,4.015071,3.670156,2.721324,2.392837,events/second
1554847841,445,4.031794,3.738062,2.766604,2.411709,events/second
1554847851,470,3.904663,3.554399,2.760760,2.413747,events/second
1554847861,478,3.666517,3.131548,2.696478,2.395916,events/second
1554847871,529,3.768211,3.435660,2.775357,2.425804,events/second
1554847881,556,3.697525,3.323362,2.772914,2.428837,events/second
1554847891,592,3.691460,3.372224,2.800302,2.441808,events/second
1554847901,640,3.756418,3.577979,2.862664,2.466770,events/second
1554847911,689,3.819851,3.798843,2.932843,2.494773,events/second
1554847921,725,3.808343,3.767038,2.954660,2.506979,events/second
