t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554846899,1,1.258375,0.000000,0.000000,0.000000,events/second
1554846909,10,0.925057,0.984009,0.996694,0.998892,events/second
1554846919,20,0.957486,0.986464,0.996803,0.998904,events/second
1554846929,37,1.199200,1.096644,1.019884,1.006654,events/second
1554846939,68,1.665068,1.329994,1.071795,1.024272,events/second
1554846949,117,2.296110,1.897243,1.200741,1.068221,events/second
1554846959,162,2.663436,2.326878,1.315433,1.108348,events/second
1554846969,225,3.171121,2.895883,1.469230,1.162423,events/second
