t,value
1554846899,0.0
1554846909,0.0
1554846919,0.0
1554846929,0.0012573344509639564
1554846939,0.0026791694574681848
1554846949,0.0025097601784718347
1554846959,0.0026278069756330625
1554846969,0.003343083994985374
