t,count
1554840130,3
1554840140,8
1554840150,13
1554840160,18
1554840170,23
1554840180,28
1554840190,33
1554840200,38
1554840210,43
1554840220,48
1554840230,53
1554840240,58
1554840250,63
1554840260,68
1554840270,73
1554840280,78
1554840290,83
1554840300,88
1554840310,93
1554840320,100
1554840330,107
1554840340,112
1554840350,120
1554840360,130
1554840370,139
1554840380,149
1554840390,159
1554840400,169
1554840410,179
1554840420,189
1554840430,199
1554840440,208
1554840450,218
1554840460,228
1554840470,238
1554840480,248
