t,count
1554840120,0
1554840130,8
1554840140,22
1554840150,55
1554840160,66
1554840170,93
1554840180,93
1554840190,103
1554840200,103
1554840210,130
1554840220,170
1554840230,170
1554840240,170
1554840250,193
1554840260,259
1554840270,344
1554840280,382
1554840290,587
1554840300,688
1554840310,851
1554840320,939
1554840330,1069
1554840340,1099
1554840350,1110
1554840360,1121
1554840370,1130
1554840380,1181
1554840390,1221
1554840400,1221
1554840410,1489
1554840420,1489
1554840430,1489
1554840440,1489
1554840450,1489
1554840460,1489
1554840470,1489
1554840480,1489
