t,count
1554840130,5
1554840140,15
1554840150,25
1554840160,34
1554840170,43
1554840180,52
1554840190,62
1554840200,72
1554840210,81
1554840220,91
1554840230,101
1554840240,111
1554840250,121
1554840260,130
1554840270,140
1554840280,150
1554840290,160
1554840300,170
1554840310,180
1554840320,190
1554840330,200
1554840340,209
1554840350,219
1554840360,228
1554840370,238
1554840380,247
1554840390,256
1554840400,266
1554840410,276
1554840420,286
1554840430,296
1554840440,306
1554840450,315
1554840460,325
1554840470,335
1554840480,345
