t,count
1554840134,2
1554840144,9
1554840154,15
1554840164,20
1554840174,25
1554840184,30
1554840194,36
1554840204,41
1554840214,47
1554840224,53
1554840234,59
1554840244,65
1554840254,73
1554840264,79
1554840274,85
1554840284,91
1554840294,97
1554840304,102
1554840314,108
1554840324,115
1554840334,121
1554840344,127
1554840354,133
1554840364,138
1554840374,143
1554840384,151
1554840394,160
1554840404,168
1554840414,175
1554840424,183
1554840434,192
1554840444,202
1554840454,212
1554840464,222
1554840474,232
1554840484,241
