t,count
1554840134,1
1554840144,8
1554840154,13
1554840164,18
1554840174,24
1554840184,29
1554840194,34
1554840204,40
1554840214,45
1554840224,50
1554840234,57
1554840244,62
1554840254,68
1554840264,76
1554840274,81
1554840284,89
1554840294,94
1554840304,99
1554840314,104
1554840324,109
1554840334,116
1554840344,122
1554840354,128
1554840364,133
1554840374,138
1554840384,145
1554840394,153
1554840404,160
1554840414,166
1554840424,172
1554840434,180
1554840444,188
1554840454,194
1554840464,203
1554840474,211
1554840484,217
