t,count
1554840138,3
1554840148,8
1554840158,13
1554840168,18
1554840178,23
1554840188,28
1554840198,34
1554840208,40
1554840218,45
1554840228,52
1554840238,57
1554840248,63
1554840258,71
1554840268,76
1554840278,83
1554840288,88
1554840298,93
1554840308,98
1554840318,103
1554840328,111
1554840338,116
1554840348,122
1554840358,127
1554840368,132
1554840378,139
1554840388,148
1554840398,156
1554840408,163
1554840418,168
1554840428,176
1554840438,184
1554840448,190
1554840458,199
1554840468,207
1554840478,214
