t,count
1554840138,2
1554840148,7
1554840158,12
1554840168,17
1554840178,22
1554840188,27
1554840198,32
1554840208,37
1554840218,42
1554840228,47
1554840238,52
1554840248,57
1554840258,62
1554840268,67
1554840278,72
1554840288,77
1554840298,82
1554840308,87
1554840318,92
1554840328,97
1554840338,102
1554840348,107
1554840358,112
1554840368,117
1554840378,122
1554840388,128
1554840398,135
1554840408,145
1554840418,155
1554840428,165
1554840438,174
1554840448,184
1554840458,194
1554840468,204
1554840478,214
