t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554840138,3,1.007628,0.000000,0.000000,0.000000,events/second
1554840148,11,0.850092,0.984009,0.996694,0.998892,events/second
1554840158,21,0.913352,0.970473,0.993497,0.997796,events/second
1554840168,42,1.274720,1.068395,1.013435,1.004456,events/second
1554840178,67,1.560794,1.272821,1.058892,1.019877,events/second
1554840188,101,1.907381,1.599382,1.135643,1.046176,events/second
1554840198,131,2.082217,1.814402,1.196764,1.067765,events/second
1554840208,169,2.317404,2.091081,1.275660,1.095758,events/second
1554840218,206,2.483700,2.337440,1.355112,1.124530,events/second
1554840228,248,2.668902,2.596509,1.441986,1.156322,events/second
1554840238,296,2.875933,2.936064,1.552129,1.196589,events/second
1554840248,345,3.054869,3.224769,1.658717,1.236418,events/second
1554840258,390,3.172939,3.435892,1.755143,1.273584,events/second
1554840268,437,3.287566,3.599892,1.845158,1.309238,events/second
1554840278,486,3.400353,3.812277,1.948477,1.350007,events/second
1554840288,536,3.505197,3.963910,2.041961,1.388128,events/second
1554840298,580,3.559981,4.060283,2.125768,1.423612,events/second
1554840308,641,3.706497,4.287060,2.236635,1.468682,events/second
1554840318,708,3.870634,4.672842,2.386240,1.527591,events/second
1554840328,774,4.012118,4.968696,2.524383,1.583639,events/second
1554840338,843,4.154278,5.205697,2.654801,1.637972,events/second
1554840348,906,4.255227,5.449173,2.790643,1.695004,events/second
1554840358,972,4.360378,5.593864,2.908917,1.746986,events/second
1554840368,1041,4.468951,5.763037,3.033176,1.801712,events/second
1554840378,1114,4.585882,6.045044,3.182894,1.865781,events/second
1554840388,1184,4.681405,6.179492,3.304892,1.921423,events/second
1554840398,1256,4.776811,6.306733,3.426087,1.977545,events/second
1554840408,1331,4.876834,6.457300,3.553007,2.036347,events/second
1554840418,1405,4.966035,6.630168,3.685574,2.097811,events/second
1554840428,1483,5.062496,6.828307,3.823876,2.161938,events/second
1554840438,1564,5.163119,6.993471,3.957534,2.225345,events/second
1554840448,1640,5.240900,7.053323,4.070282,2.282510,events/second
1554840458,1719,5.322874,7.212089,4.202310,2.346782,events/second
1554840468,1797,5.397769,7.302344,4.320257,2.407038,events/second
1554840478,1875,5.467755,7.378744,4.434336,2.466628,events/second
