t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553046790,12,1.432792,1.000000,1.000000,1.000000,events/second
1553046800,25,1.356540,1.058850,1.013004,1.004408,events/second
1553046810,36,1.269015,1.111223,1.025692,1.008779,events/second
1553046820,47,1.224462,1.107582,1.028046,1.009777,events/second
1553046830,63,1.302188,1.169743,1.043600,1.015203,events/second
1553046840,74,1.267748,1.173110,1.048673,1.017239,events/second
1553046850,82,1.199424,1.130543,1.043771,1.015941,events/second
1553046860,96,1.224949,1.110502,1.042336,1.015765,events/second
1553046870,108,1.222203,1.153667,1.054007,1.020004,events/second
1553046880,120,1.219980,1.178050,1.062154,1.023107,events/second
1553046890,139,1.282753,1.228114,1.076536,1.028380,events/second
1553046900,155,1.309582,1.313352,1.100144,1.036894,events/second
1553046910,165,1.285410,1.294672,1.103363,1.038690,events/second
1553046920,175,1.264797,1.233443,1.096669,1.037154,events/second
1553047065,13,1.470764,1.600000,1.600000,1.600000,events/second
1553047075,25,1.325463,1.537314,1.586832,1.595574,events/second
1553047085,36,1.248467,1.502800,1.577510,1.592317,events/second
1553047095,49,1.261668,1.456315,1.565134,1.587982,events/second
1553047105,60,1.228127,1.400975,1.549858,1.582587,events/second
1553047115,74,1.257454,1.387391,1.541748,1.579474,events/second
1553047125,80,1.162256,1.310650,1.520627,1.571957,events/second
1553047135,95,1.204867,1.262959,1.503559,1.565637,events/second
1553047145,105,1.181951,1.266728,1.496804,1.562693,events/second
1553047155,119,1.204075,1.289745,1.493740,1.560907,events/second
1553047165,133,1.222070,1.275967,1.484110,1.556919,events/second
1553047175,148,1.245454,1.309721,1.484603,1.556287,events/second
1553047185,160,1.241935,1.323581,1.481830,1.554560,events/second
1553047195,170,1.224510,1.257914,1.462728,1.547325,events/second
1553047205,188,1.262926,1.295718,1.463977,1.546805,events/second
1553047215,198,1.246615,1.294457,1.458519,1.544068,events/second
1553047225,212,1.255286,1.294669,1.453295,1.541369,events/second
