t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825110,9,0.945666,1.000000,1.000000,1.000000,events/second
1554825120,18,0.918641,0.984009,0.996694,0.998892,events/second
1554825130,39,1.320555,1.050428,1.010026,1.003336,events/second
1554825140,64,1.619236,1.272325,1.058845,1.019871,events/second
1554825150,99,1.999185,1.538833,1.122539,1.041757,events/second
1554825160,135,2.268266,1.839269,1.200454,1.068916,events/second
1554825170,176,2.531962,2.172259,1.292288,1.101310,events/second
1554825180,216,2.715852,2.452851,1.381058,1.133339,events/second
1554825190,254,2.837681,2.674375,1.463611,1.163907,events/second
1554825200,297,2.984457,2.879161,1.546819,1.195250,events/second
1554825210,335,3.058188,3.033961,1.623883,1.225128,events/second
1554825220,376,3.145949,3.183544,1.701836,1.255795,events/second
1554825230,419,3.234938,3.355580,1.787041,1.289435,events/second
1554825240,460,3.297039,3.469223,1.862842,1.320488,events/second
1554825250,497,3.324064,3.533437,1.929546,1.348981,events/second
1554825260,537,3.366491,3.558368,1.987561,1.374956,events/second
1554825270,575,3.391957,3.623610,2.053427,1.403950,events/second
1554825280,613,3.414772,3.680114,2.117189,1.432629,events/second
1554825290,651,3.435115,3.699797,2.172413,1.458793,events/second
1554825300,691,3.463448,3.732450,2.229132,1.485777,events/second
1554825310,732,3.493745,3.789515,2.290493,1.514666,events/second
1554825320,780,3.553303,3.885793,2.359760,1.546560,events/second
1554825330,842,3.668503,4.200764,2.476069,1.594692,events/second
1554825340,901,3.761867,4.464824,2.588456,1.642279,events/second
1554825350,962,3.855493,4.719050,2.703714,1.691550,events/second
1554825360,1027,3.956849,4.930412,2.815030,1.740259,events/second
1554825370,1085,4.025842,5.109326,2.922697,1.788429,events/second
1554825380,1146,4.099753,5.264609,3.026998,1.836086,events/second
1554825390,1207,4.169025,5.380062,3.124574,1.882108,events/second
1554825400,1264,4.220171,5.473955,3.218787,1.927603,events/second
1554825410,1317,4.255044,5.510575,3.300213,1.969296,events/second
1554825420,1374,4.299439,5.462896,3.362495,2.004994,events/second
1554825430,1430,4.339795,5.450683,3.429183,2.042495,events/second
1554825440,1484,4.370917,5.485761,3.503493,2.082893,events/second
1554825450,1538,4.400261,5.472595,3.565668,2.119546,events/second
