t,value
1553045336,0.0
1553045346,0.0
1553045356,0.0
1553045366,8.539709649871904E-4
1553045376,0.0013596193065941536
1553045386,0.001129305477131564
1553045396,0.0012071463061323032
1553045406,0.0014761703922395613
1553045416,0.0018719580681392737
1553045426,0.0018512285425782565
1553045436,0.001681442983797004
1553045446,0.0018202184262111453
1553045456,0.001679152673727719
1553045466,0.001678254615200192
1553045476,0.0017893088794453142
1553045486,0.0019911968140850973
1553045496,0.0023663971603234074
1553045506,0.0022342208154905977
1553045516,0.0021160289190618937
