t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824093,1,2.685871,0.000000,0.000000,0.000000,events/second
1554824103,10,0.964208,1.000000,1.000000,1.000000,events/second
1554824113,19,0.931750,0.984009,0.996694,0.998892,events/second
1554824123,39,1.283306,1.143818,1.029750,1.009972,events/second
1554824133,77,1.907506,1.536878,1.117319,1.039699,events/second
1554824143,111,2.202957,1.805631,1.188794,1.064665,events/second
1554824153,155,2.567171,2.221184,1.297430,1.102634,events/second
1554824163,204,2.899382,2.650340,1.418924,1.145710,events/second
1554824173,270,3.359390,3.209990,1.578917,1.202660,events/second
1554824183,333,3.685153,3.715706,1.740277,1.261197,events/second
1554824193,407,4.054842,4.246773,1.919104,1.326800,events/second
1554824203,485,4.394442,4.792259,2.111903,1.398326,events/second
1554824213,557,4.627359,5.175325,2.281907,1.463528,events/second
1554824223,632,4.847976,5.546278,2.456200,1.531328,events/second
1554824233,701,4.993816,5.753460,2.601858,1.590646,events/second
1554824243,774,5.147691,5.975530,2.752603,1.652627,events/second
1554824253,858,5.350259,6.349009,2.937801,1.727189,events/second
1554824263,949,5.570288,6.789246,3.143210,1.809773,events/second
1554824273,1043,5.782905,7.176610,3.345135,1.892547,events/second
1554824283,1141,5.993859,7.563357,3.553445,1.978813,events/second
1554824293,1233,6.153436,7.830603,3.741867,2.059712,events/second
1554824303,1334,6.341528,8.177079,3.950229,2.148545,events/second
1554824313,1432,6.498485,8.410236,4.138702,2.231983,events/second
1554824323,1533,6.654589,8.684997,4.337415,2.320026,events/second
1554824333,1627,6.769049,8.796042,4.503441,2.398263,events/second
1554824343,1727,6.897898,8.948889,4.677028,2.480043,events/second
1554824353,1818,6.981739,9.000873,4.828505,2.555392,events/second
1554824363,1925,7.120176,9.262360,5.021023,2.645390,events/second
1554824373,2040,7.276389,9.593084,5.230260,2.742137,events/second
1554824383,2151,7.407577,9.810350,5.419469,2.833389,events/second
1554824393,2266,7.544296,10.083815,5.622037,2.930251,events/second
1554824403,2369,7.632825,10.143232,5.781764,3.013872,events/second
1554824413,2474,7.722354,10.176888,5.930299,3.094427,events/second
1554824423,2588,7.833663,10.348667,6.106312,3.185093,events/second
1554824433,2692,7.909048,10.391087,6.253796,3.267043,events/second
