t,count
1554824113,4
1554824123,9
1554824133,14
1554824143,19
1554824153,24
1554824163,29
1554824173,34
1554824183,39
1554824193,44
1554824203,49
1554824213,54
1554824223,59
1554824233,64
1554824243,69
1554824253,74
1554824263,79
1554824273,84
1554824283,89
1554824293,94
1554824303,99
1554824313,104
1554824323,109
1554824333,114
1554824343,119
1554824353,125
1554824363,130
1554824373,135
1554824383,140
1554824393,145
1554824403,150
1554824413,155
1554824423,160
1554824433,165
