t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045017,17,1.797657,1.400000,1.400000,1.400000,events/second
1553045027,29,1.490978,1.460129,1.413059,1.404414,events/second
1553045037,44,1.494152,1.438742,1.409489,1.403275,events/second
1553045047,54,1.368845,1.402091,1.402621,1.401029,events/second
1553045057,70,1.415524,1.404327,1.402644,1.401030,events/second
1553045067,83,1.396191,1.404942,1.402612,1.401025,events/second
1553045077,95,1.367995,1.374758,1.396025,1.398810,events/second
1553045087,109,1.372080,1.347929,1.389598,1.396613,events/second
1553045097,119,1.330424,1.338653,1.386579,1.395536,events/second
1553045107,132,1.327413,1.287943,1.373960,1.391172,events/second
1553045117,148,1.352366,1.351840,1.384676,1.394587,events/second
1553045127,161,1.347817,1.343242,1.381873,1.393539,events/second
1553045137,174,1.344265,1.305261,1.372605,1.390293,events/second
1553045147,186,1.333905,1.302535,1.370142,1.389286,events/second
1553045157,204,1.365110,1.364193,1.380984,1.392722,events/second
1553045167,215,1.348465,1.352420,1.378247,1.391688,events/second
1553045177,233,1.375096,1.406419,1.388822,1.395098,events/second
