t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045406,13,1.582467,1.200000,1.200000,1.200000,events/second
1553045416,26,1.428234,1.244138,1.209753,1.203306,events/second
1553045426,38,1.348082,1.269344,1.216045,1.205485,events/second
1553045436,50,1.309622,1.226716,1.208907,1.203209,events/second
1553045446,64,1.325248,1.270588,1.218533,1.206497,events/second
1553045456,75,1.289125,1.229048,1.211368,1.204215,events/second
1553045466,82,1.202673,1.192606,1.204384,1.201953,events/second
1553045476,96,1.227217,1.163038,1.197684,1.199721,events/second
1553045486,106,1.201705,1.166155,1.197650,1.199712,events/second
1553045496,117,1.191559,1.173908,1.197837,1.199728,events/second
1553045506,131,1.210817,1.161922,1.194602,1.198623,events/second
1553045516,146,1.235265,1.227897,1.207838,1.203051,events/second
1553045526,157,1.224802,1.238327,1.210832,1.204120,events/second
1553046178,11,1.284724,1.200000,1.200000,1.200000,events/second
1553046188,22,1.190270,1.182730,1.196640,1.198886,events/second
1553046198,35,1.227571,1.200094,1.200001,1.200000,events/second
1553046208,46,1.193269,1.214792,1.203252,1.201102,events/second
1553046218,61,1.257344,1.245782,1.209811,1.203312,events/second
1553046228,75,1.281745,1.270736,1.216101,1.205491,events/second
1553046238,85,1.241141,1.242607,1.212213,1.204317,events/second
1553046248,100,1.273420,1.220075,1.208507,1.203161,events/second
1553046258,111,1.254568,1.245140,1.214675,1.205324,events/second
1553046268,120,1.218413,1.224776,1.210998,1.204169,events/second
1553046278,135,1.244560,1.220972,1.210637,1.204123,events/second
1553046288,150,1.266119,1.247178,1.216791,1.206281,events/second
1553046298,163,1.268125,1.285351,1.226048,1.209524,events/second
1553046308,175,1.263788,1.253700,1.221779,1.208298,events/second
