t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1553045406,233,28.361955,29.000000,29.000000,29.000000,events/second
1553045416,516,28.344709,28.867587,28.970740,28.990083,events/second
1553045426,797,28.274196,28.733118,28.938861,28.979137,events/second
1553045436,1071,28.052075,28.571319,28.898110,28.964987,events/second
1553045446,1355,28.057901,28.502159,28.872081,28.955445,events/second
1553045456,1626,27.948234,28.363662,28.830377,28.940468,events/second
1553045466,1901,27.881454,28.230434,28.786735,28.924548,events/second
1553045476,2183,27.906429,28.181625,28.757746,28.913237,events/second
1553045486,2457,27.854557,28.108326,28.723097,28.899834,events/second
1553045496,2737,27.874372,28.050115,28.689747,28.886598,events/second
1553045506,3008,27.799179,28.075682,28.673800,28.879023,events/second
1553045516,3284,27.784994,27.858088,28.606196,28.853884,events/second
1553045526,3564,27.803788,27.833180,28.576460,28.841131,events/second
1553046178,248,28.962694,29.200000,29.200000,29.200000,events/second
1553046188,527,28.511363,29.139871,29.186941,29.195586,events/second
1553046198,817,28.654491,29.000698,29.154804,29.184610,events/second
1553046208,1099,28.508472,28.907201,29.130004,29.175934,events/second
1553046218,1383,28.506466,28.815903,29.102875,29.166265,events/second
1553046228,1662,28.403265,28.659943,29.060162,29.151168,events/second
1553046238,1942,28.356287,28.634750,29.041770,29.143970,events/second
1553046248,2230,28.397100,28.599990,29.020785,29.135755,events/second
1553046258,2506,28.323587,28.536027,28.993767,29.125403,events/second
1553046268,2790,28.328003,28.456294,28.961297,29.112980,events/second
1553046278,3073,28.329813,28.431661,28.939590,29.103994,events/second
1553046288,3354,28.310366,28.365393,28.908786,29.091795,events/second
1553046298,3634,28.272115,28.386697,28.895412,29.085259,events/second
1553046308,3912,28.251022,28.269760,28.853107,29.068866,events/second
