t,value
1554848320,0.02054794520547945
1554848330,0.15611814345991562
1554848340,0.19663865546218487
1554848350,0.20167714884696017
1554848360,0.20971524288107202
1554848370,0.2217573221757322
1554848380,0.2169653524492234
1554848390,0.21504702194357367
1554848400,0.22079851439182915
1554848410,0.22339181286549709
1554848420,0.23006833712984054
1554848430,0.23284620737647876
1554848440,0.23879254977520872
1554848450,0.2447227191413238
1554848460,0.2426265998887034
1554848470,0.24694835680751173
1554848480,0.24565537555228276
1554848490,0.24330088085303664
1554848500,0.24180939833113746
1554848510,0.24447225698790154
1554848520,0.24743742550655543
