t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554662797,15,1.602657,1.600000,1.600000,1.600000,events/second
1554662807,27,1.394395,1.552027,1.590083,1.596676,events/second
1554662817,40,1.362738,1.497984,1.577294,1.592293,events/second
1554662827,50,1.270209,1.480385,1.571373,1.590156,events/second
1554662837,64,1.296659,1.455889,1.562613,1.586965,events/second
1554662847,76,1.280512,1.385901,1.544168,1.580479,events/second
1554662857,86,1.240105,1.357362,1.532885,1.576275,events/second
1554662867,101,1.272817,1.317213,1.518666,1.571009,events/second
1554662877,115,1.287087,1.359347,1.521278,1.571324,events/second
1554662887,126,1.268258,1.350876,1.514051,1.568329,events/second
1554662897,142,1.298593,1.327714,1.503755,1.564259,events/second
1554662907,156,1.307112,1.366957,1.506801,1.564641,events/second
1554662917,169,1.306533,1.372030,1.503300,1.562822,events/second
1554662927,180,1.291739,1.328351,1.489996,1.557699,events/second
1554662937,196,1.312383,1.340629,1.487100,1.555963,events/second
1554662947,207,1.299046,1.316482,1.477579,1.552017,events/second
1554662957,226,1.334533,1.361286,1.481647,1.552553,events/second
1554662967,241,1.343762,1.411367,1.488723,1.554173,events/second
1554662977,250,1.320321,1.393631,1.482509,1.551362,events/second
1554662987,261,1.309276,1.334480,1.466745,1.545276,events/second
1554662997,273,1.304047,1.300401,1.454804,1.540365,events/second
1554663007,286,1.303869,1.286266,1.446505,1.536610,events/second
1554663017,301,1.312420,1.305005,1.445035,1.535107,events/second
1554663027,312,1.303553,1.302319,1.440198,1.532500,events/second
1554663037,322,1.291369,1.285332,1.432269,1.528819,events/second
1554663047,332,1.280141,1.210825,1.411540,1.520766,events/second
1554663057,343,1.273451,1.194451,1.401354,1.516120,events/second
