t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552758609,46,30.064166,0.000000,0.000000,0.000000,events/second
1552758619,330,28.576461,28.095947,28.019834,28.006648,events/second
1552758629,621,28.857347,28.201475,28.045302,28.015402,events/second
1552758639,915,29.033524,28.341333,28.079961,28.027396,events/second
1552758649,1215,29.278362,28.635622,28.149847,28.051445,events/second
1552758659,1510,29.336076,28.861070,28.213808,28.074084,events/second
1552758669,1804,29.348287,28.977066,28.259362,28.090957,events/second
1552758679,2085,29.169685,28.859051,28.257470,28.092168,events/second
1552758689,2334,28.630682,28.230150,28.141252,28.054732,events/second
1552758699,2624,28.685485,28.348336,28.169405,28.065177,events/second
1552758709,2920,28.775113,28.437502,28.193548,28.074423,events/second
1552758719,3213,28.818418,28.672259,28.252552,28.095675,events/second
1552758729,3495,28.734449,28.443684,28.217936,28.085766,events/second
1552758739,3783,28.775411,28.651903,28.269802,28.104708,events/second
1552758749,4068,28.744862,28.607469,28.271202,28.106911,events/second
1552758759,4367,28.830802,28.790544,28.321322,28.125619,events/second
1552758769,4656,28.831240,28.779840,28.333873,28.131981,events/second
1552758779,4949,28.857734,28.969714,28.388605,28.152635,events/second
1552758789,5194,28.620095,28.362848,28.277622,28.117812,events/second
1552758799,5427,28.334700,27.408436,28.080642,28.053413,events/second
1552758809,5630,27.920376,26.337015,27.836900,27.971962,events/second
1552758819,5872,27.766132,26.122809,27.743513,27.939080,events/second
1552758829,6104,27.543909,25.650441,27.590925,27.885570,events/second
1552758839,6289,27.149777,24.546298,27.284748,27.778738,events/second
1552758849,6467,26.744434,23.772239,27.029561,27.687264,events/second
1552758859,6473,25.731855,20.490579,26.224703,27.408878,events/second
1552758869,6473,24.695278,17.344901,25.364955,27.106021,events/second
