t,value
1552758609,NaN
1552758619,NaN
1552758629,0.0
1552758639,0.14285714285714285
1552758649,0.07692307692307693
1552758659,0.07142857142857142
1552758669,0.05555555555555555
1552758679,0.05
1552758689,0.05
1552758699,0.045454545454545456
1552758709,0.045454545454545456
1552758719,0.045454545454545456
1552758729,0.043478260869565216
1552758739,0.03571428571428571
1552758749,0.034482758620689655
1552758759,0.034482758620689655
1552758769,0.034482758620689655
1552758779,0.034482758620689655
1552758789,0.034482758620689655
1552758799,0.034482758620689655
1552758809,0.034482758620689655
1552758819,0.034482758620689655
1552758829,0.03333333333333333
1552758839,0.03333333333333333
1552758849,0.03333333333333333
1552758859,0.03333333333333333
1552758869,0.03333333333333333
