t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552610416,20,2.071298,2.200000,2.200000,2.200000,events/second
1552610426,40,2.035730,2.169296,2.193443,2.197790,events/second
1552610436,60,2.023987,2.143306,2.187101,2.195605,events/second
1552610446,79,1.992474,2.105315,2.177662,2.192335,events/second
1552610456,98,1.973834,2.073156,2.168532,2.189102,events/second
1552610466,118,1.978380,2.061925,2.163006,2.187012,events/second
1552610476,138,1.981429,2.052419,2.157663,2.184946,events/second
1552610486,158,1.983748,2.044371,2.152494,2.182902,events/second
1552610496,177,1.974434,2.037560,2.147494,2.180881,events/second
1552610506,197,1.976998,2.017081,2.139408,2.177781,events/second
1552610516,217,1.979002,2.014459,2.134838,2.175816,events/second
1552610526,234,1.955806,2.012239,2.130417,2.173874,events/second
1552610536,254,1.959200,1.966223,2.116388,2.168647,events/second
1552610546,273,1.954979,1.971408,2.112573,2.166783,events/second
1552610556,290,1.937945,1.929103,2.099020,2.161623,events/second
1552610566,308,1.929297,1.925274,2.092522,2.158735,events/second
1552610576,327,1.927578,1.907321,2.082987,2.154777,events/second
1552610586,347,1.931609,1.906836,2.077015,2.151965,events/second
1552610596,365,1.924649,1.905147,2.071185,2.149178,events/second
1552610606,385,1.928442,1.904997,2.065600,2.146427,events/second
1552610616,404,1.927078,1.919581,2.063449,2.144810,events/second
1552610626,424,1.930394,1.917214,2.058118,2.142108,events/second
1552610636,444,1.933429,1.929924,2.056213,2.140537,events/second
1552610646,464,1.936153,1.940682,2.054370,2.138984,events/second
1552610656,483,1.934678,1.949788,2.052587,2.137449,events/second
1552610666,503,1.937276,1.942784,2.047612,2.134828,events/second
1552610676,521,1.932165,1.951568,2.046051,2.133338,events/second
1552610686,540,1.931025,1.913587,2.034734,2.128553,events/second
