t,value
1554848971,0.0
1554848981,0.0
1554848991,0.0
1554849001,8.385744234800838E-4
1554849011,0.001340033500837521
1554849021,0.0011157601115760112
1554849031,0.0023894862604540022
1554849041,0.002716823406478579
1554849051,0.003156917363045497
1554849061,0.003341687552213868
1554849071,0.003492786636294609
1554849081,0.003479471120389701
1554849091,0.0032113037893384713
1554849101,0.0032200357781753132
1554849111,0.003005008347245409
1554849121,0.0031295639474233257
1554849131,0.003436426116838488
1554849141,0.003244947153717782
