t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848971,7,9.930605,0.000000,0.000000,0.000000,events/second
1554848981,66,6.169516,6.184009,6.196694,6.198892,events/second
1554848991,140,6.759589,6.357252,6.232947,6.211068,events/second
1554849001,192,6.257597,6.193657,6.199684,6.199964,events/second
1554849011,263,6.463616,6.314888,6.225812,6.208791,events/second
1554849021,324,6.391094,6.292136,6.224747,6.208670,events/second
1554849031,390,6.427753,6.335563,6.236886,6.212975,events/second
1554849041,459,6.494389,6.409420,6.255456,6.219474,events/second
1554849051,544,6.741725,6.717568,6.325872,6.243580,events/second
1554849061,622,6.859618,6.889503,6.377068,6.261837,events/second
1554849071,683,6.783744,6.781095,6.371154,6.261141,events/second
1554849081,748,6.758598,6.704041,6.368685,6.261555,events/second
1554849091,821,6.802687,6.826875,6.405801,6.275243,events/second
1554849101,894,6.840940,6.865608,6.428423,6.284341,events/second
1554849111,954,6.781643,6.791572,6.427382,6.285607,events/second
1554849121,1026,6.808655,6.792866,6.439598,6.291290,events/second
1554849131,1105,6.877235,6.955799,6.487175,6.309032,events/second
1554849141,1163,6.813713,6.838491,6.477705,6.307821,events/second
