t,count
1554824093,0
1554824103,5
1554824113,21
1554824123,42
1554824133,87
1554824143,113
1554824153,113
1554824163,139
1554824173,145
1554824183,145
1554824193,189
1554824203,189
1554824213,233
1554824223,247
1554824233,302
1554824243,406
1554824253,420
1554824263,428
1554824273,455
1554824283,462
1554824293,536
1554824303,557
1554824313,593
1554824323,618
1554824333,618
1554824343,622
1554824353,659
1554824363,659
1554824373,690
1554824383,722
1554824393,751
1554824403,770
1554824413,770
1554824423,770
1554824433,770
