t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554824093,2,5.423723,0.000000,0.000000,0.000000,events/second
1554824103,29,2.797239,2.815991,2.803306,2.801108,events/second
1554824113,74,3.629607,3.054682,2.852838,2.817722,events/second
1554824123,131,4.311152,3.420493,2.939212,2.847314,events/second
1554824133,167,4.137465,3.467247,2.966940,2.857786,events/second
1554824143,205,4.068845,3.493390,2.990563,2.867046,events/second
1554824153,264,4.372761,3.858373,3.085755,2.900538,events/second
1554824163,309,4.391960,3.972227,3.135397,2.919316,events/second
1554824173,359,4.466967,4.153041,3.202755,2.944480,events/second
1554824183,406,4.493209,4.197346,3.242279,2.960593,events/second
1554824193,438,4.363862,4.078145,3.250209,2.966495,events/second
1554824203,485,4.394602,4.164652,3.294734,2.984576,events/second
1554824213,514,4.270273,3.979464,3.284798,2.984715,events/second
1554824223,525,4.027319,3.535495,3.213090,2.963881,events/second
1554824233,577,4.110576,3.789749,3.278174,2.988583,events/second
1554824243,613,4.077027,3.744628,3.285419,2.994231,events/second
1554824253,656,4.090743,3.850354,3.322178,3.009789,events/second
1554824263,717,4.208631,4.168208,3.406825,3.041740,events/second
1554824273,771,4.274898,4.372023,3.475420,3.068899,events/second
1554824283,809,4.249899,4.296363,3.489203,3.078067,events/second
1554824293,832,4.152280,3.947665,3.440545,3.066174,events/second
1554824303,889,4.226176,4.219877,3.514756,3.095292,events/second
1554824313,912,4.138775,3.960319,3.481679,3.088735,events/second
1554824323,969,4.206399,4.230588,3.554541,3.117604,events/second
1554824333,1029,4.281173,4.502225,3.634713,3.149454,events/second
1554824343,1062,4.241856,4.316392,3.626307,3.152142,events/second
1554824353,1086,4.170674,4.011962,3.585667,3.143782,events/second
1554824363,1120,4.142710,3.912901,3.579362,3.146589,events/second
1554824373,1146,4.087677,3.708789,3.547145,3.140537,events/second
1554824383,1198,4.125709,3.917242,3.595213,3.161132,events/second
1554824393,1212,4.035220,3.558946,3.529692,3.143870,events/second
1554824403,1220,3.930843,3.134119,3.440148,3.117965,events/second
1554824413,1228,3.833132,2.761076,3.350342,3.091251,events/second
1554824423,1237,3.744343,2.490719,3.273289,3.068143,events/second
1554824433,1247,3.663707,2.245875,3.195456,3.044183,events/second
