t,value
1552760252,0.03225806451612903
1552760262,0.024752475247524754
1552760272,0.02158273381294964
1552760282,0.02056555269922879
1552760292,0.021791767554479417
1552760302,0.022779043280182234
1552760312,0.027184466019417475
1552760322,0.02821869488536155
1552760332,0.03305785123966942
1552760342,0.0365296803652968
1552760352,0.040172166427546625
1552760362,0.04084507042253521
1552760372,0.04055944055944056
1552760382,0.04032258064516129
1552760392,0.03926701570680628
1552760402,0.03601440576230492
1552760412,0.034324942791762014
1552760422,0.03282275711159737
