t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1552603068,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552603078,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552603088,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552603098,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552603108,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,calls/second,milliseconds
1552603118,225,10.939236,0.292765,0.105985,0.782468,0.196219,0.244009,0.454509,0.893552,0.944999,10.939236,3.771070,1.551138,0.320654,0.107479,calls/second,milliseconds
1552603128,502,10.939236,0.206647,0.088186,0.509418,0.156310,0.191597,0.305882,0.454509,0.890781,10.939236,7.206353,5.598088,1.224894,0.414585,calls/second,milliseconds
1552603138,774,10.939236,0.176366,0.080507,0.396310,0.142764,0.167387,0.267470,0.332510,0.538099,10.939236,9.716419,8.898385,2.073154,0.709445,calls/second,milliseconds
1552603148,1023,10.939236,0.167155,0.080507,0.355858,0.137651,0.158982,0.241748,0.310004,0.454509,5.616421,11.410312,11.370925,2.827435,0.978881,calls/second,milliseconds
1552603158,1288,3.925052,0.151048,0.075180,0.185089,0.134782,0.152293,0.202769,0.261839,0.312522,3.925052,12.923618,13.609084,3.586794,1.255317,calls/second,milliseconds
1552603168,1568,3.925052,0.147813,0.075180,0.173330,0.134606,0.150271,0.191597,0.228189,0.289568,3.925052,14.298937,15.786371,4.380543,1.548620,calls/second,milliseconds
1552603178,1822,3.925052,0.144152,0.078820,0.164914,0.132350,0.148438,0.182401,0.211843,0.267470,3.830074,15.226726,17.307024,5.082046,1.816508,calls/second,milliseconds
1552603188,2096,3.925052,0.143768,0.078820,0.169517,0.131490,0.145503,0.179232,0.207393,0.250544,3.830074,16.165439,18.743264,5.790521,2.091433,calls/second,milliseconds
1552603198,2362,3.830074,0.136768,0.078520,0.120814,0.128825,0.142371,0.174356,0.198054,0.245556,1.941641,16.913018,20.172662,6.521612,2.378784,calls/second,milliseconds
1552603208,2634,3.830074,0.135020,0.077728,0.134409,0.124750,0.138652,0.168823,0.196216,0.245556,1.969091,17.600315,21.211185,7.189941,2.649762,calls/second,milliseconds
1552603218,2900,1.969091,0.128124,0.077907,0.092815,0.120682,0.134649,0.165412,0.186002,0.209397,1.969091,18.164097,22.070449,7.832890,2.916619,calls/second,milliseconds
1552603228,3168,1.969091,0.126057,0.066243,0.087014,0.119311,0.133238,0.161297,0.177578,0.199022,1.969091,18.673044,22.849609,8.464842,3.183869,calls/second,milliseconds
1552603238,3444,2.765948,0.130809,0.066243,0.135342,0.120437,0.133192,0.159165,0.174356,0.209397,2.765948,19.170610,23.417043,9.056405,3.441537,calls/second,milliseconds
1552603248,3695,2.765948,0.133325,0.066243,0.151691,0.120607,0.132959,0.158402,0.178701,0.220317,2.765948,19.483190,24.111012,9.674417,3.711821,calls/second,milliseconds
1552603258,3963,2.765948,0.133435,0.066997,0.148703,0.121329,0.133826,0.158545,0.186543,0.220317,2.765948,19.849592,24.051741,10.131772,3.931670,calls/second,milliseconds
1552603268,4236,2.765948,0.127474,0.066997,0.116773,0.119144,0.131958,0.156027,0.174243,0.196216,2.765948,20.205011,24.655314,10.717453,4.197603,calls/second,milliseconds
1552603278,4498,2.196844,0.123498,0.066997,0.071560,0.118343,0.131729,0.155786,0.174895,0.193140,2.196844,20.477895,25.111213,11.271092,4.456209,calls/second,milliseconds
1552603288,4770,0.944999,0.120057,0.066997,0.023610,0.117265,0.131340,0.155701,0.171694,0.192335,0.264179,20.770581,25.225904,11.747789,4.692093,calls/second,milliseconds
1552603298,4926,2.069698,0.130138,0.066997,0.095391,0.118038,0.133258,0.168959,0.330793,0.397309,2.069698,20.554515,25.194429,12.185008,4.917534,calls/second,milliseconds
1552603308,5191,0.805593,0.126871,0.069074,0.047897,0.118945,0.134409,0.166070,0.220752,0.374684,0.805593,20.793021,24.088639,12.365100,5.057959,calls/second,milliseconds
1552603318,5454,0.805593,0.121595,0.064106,0.043667,0.115373,0.131244,0.160962,0.194124,0.339941,0.805593,21.005072,24.412771,12.818662,5.291570,calls/second,milliseconds
1552603328,5704,0.805593,0.117083,0.053238,0.044353,0.111706,0.127521,0.157001,0.194124,0.353699,0.805593,21.153379,24.575206,13.234215,5.514844,calls/second,milliseconds
1552603341,5819,0.805593,0.115906,0.048537,0.043357,0.110910,0.125710,0.155609,0.199022,0.339941,0.805593,19.702698,17.436095,12.682692,5.583613,calls/second,milliseconds
1552603354,5819,0.805593,0.115906,0.048537,0.043357,0.110910,0.125710,0.155609,0.199022,0.339941,0.805593,19.656525,17.436095,12.682692,5.583613,calls/second,milliseconds
1552603358,5819,0.805593,0.115906,0.048537,0.043357,0.110910,0.125710,0.155609,0.199022,0.339941,0.805593,19.296998,16.041982,12.473065,5.552679,calls/second,milliseconds
