t,count
1554824113,4
1554824123,16
1554824133,24
1554824143,29
1554824153,34
1554824163,39
1554824173,44
1554824183,49
1554824193,55
1554824203,60
1554824213,75
1554824223,81
1554824233,87
1554824243,101
1554824253,117
1554824263,129
1554824273,206
1554824283,227
1554824293,283
1554824303,301
1554824313,311
1554824323,318
1554824333,335
1554824343,392
1554824353,400
1554824363,410
1554824373,420
1554824383,430
1554824393,440
1554824403,450
1554824413,460
1554824423,470
