t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554848315,9,1.102597,1.200000,1.200000,1.200000,events/second
1554848325,18,0.988140,1.154584,1.190192,1.196688,events/second
1554848335,35,1.243168,1.194817,1.197180,1.198947,events/second
1554848345,58,1.520190,1.319706,1.223554,1.207804,events/second
1554848355,91,1.887104,1.576383,1.281738,1.227601,events/second
1554848365,138,2.369032,1.980435,1.377465,1.260451,events/second
1554848375,183,2.684273,2.396020,1.486308,1.298448,events/second
1554848385,236,3.019070,2.778509,1.598141,1.338234,events/second
1554848395,295,3.346321,3.257075,1.739145,1.388637,events/second
1554848405,346,3.524259,3.600766,1.862413,1.434063,events/second
1554848415,405,3.743788,3.882096,1.978608,1.477910,events/second
1554848425,464,3.926900,4.225781,2.113860,1.528997,events/second
1554848435,527,4.111913,4.464895,2.234596,1.576178,events/second
1554848445,581,4.204327,4.713996,2.361237,1.626155,events/second
1554848455,647,4.366477,4.929969,2.483945,1.675605,events/second
1554848465,708,4.476831,5.138376,2.608968,1.726693,events/second
1554848475,773,4.595303,5.318624,2.730057,1.777236,events/second
1554848485,833,4.675495,5.437941,2.840509,1.824997,events/second
1554848495,900,4.783413,5.632329,2.967066,1.878867,events/second
1554848505,971,4.899700,5.827579,3.096030,1.934352,events/second
1554848515,1037,4.981943,6.007567,3.224017,1.990326,events/second
