t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554677021,12,1.262637,1.200000,1.200000,1.200000,events/second
1554677031,27,1.384886,1.231982,1.206611,1.202216,events/second
1554677041,40,1.356168,1.241785,1.209646,1.203293,events/second
1554677051,53,1.341903,1.266074,1.215886,1.205467,events/second
1554677061,69,1.394193,1.287913,1.221977,1.207623,events/second
1554677071,90,1.512792,1.398510,1.247538,1.216384,events/second
1554677081,111,1.597355,1.476137,1.268956,1.223941,events/second
1554677091,128,1.610240,1.554002,1.292813,1.232504,events/second
1554677101,148,1.653799,1.591767,1.309441,1.238774,events/second
1554677111,168,1.688648,1.654439,1.332080,1.247186,events/second
1554677121,187,1.707936,1.707489,1.353977,1.255504,events/second
1554677131,207,1.732385,1.720412,1.368545,1.261514,events/second
1554677141,227,1.753015,1.776768,1.392443,1.270770,events/second
1554677151,245,1.756402,1.795047,1.409055,1.277720,events/second
1554677161,266,1.779347,1.827790,1.428483,1.285707,events/second
1554677171,285,1.786966,1.868940,1.450471,1.294701,events/second
1554677181,304,1.793641,1.859635,1.461984,1.300291,events/second
1554677191,321,1.788431,1.833210,1.469705,1.304698,events/second
1554677201,339,1.789018,1.826833,1.480479,1.310165,events/second
1554677211,358,1.794601,1.837426,1.494205,1.316679,events/second
1554677221,378,1.804382,1.862384,1.510787,1.324230,events/second
