t,value
1552760200,0.49222797927461137
1552760210,0.4961832061068702
1552760220,0.4974704890387858
1552760230,0.4976881042454813
1552760240,0.4984894259818731
1552760250,0.4984632578932663
1552760260,0.49844460397224216
1552760270,0.4986398828206738
1552760280,0.49897750511247446
1552760290,0.4989128616825556
1552760300,0.49886000911992706
1552760310,0.499025069637883
1552760320,0.4990358657925183
1552760330,0.49922425110395036
1552760340,0.499164717674574
1552760350,0.499217037269026
1552760360,0.49926318891836136
1552760370,0.4993042026161982
1552760380,0.49934089111521224
1552760390,0.499373904332582
1552760400,0.4994037681850704
1552760410,0.4994309128158434
1552760420,0.49952826765367586
1552760430,0.4995479518742611
1552760440,0.49949929901862605
1552760450,0.4994543937351563
1552760460,0.4994746276036838
1552760470,0.499523241954708
