t,value
1554663117,0.4957410562180579
1554663127,0.497893850042123
1554663137,0.4986010072747622
1554663147,0.49895266024298285
1554663157,0.49916303983930366
1554663167,0.4993030387510454
1554663177,0.4994029137807499
1554663187,0.4994777522456653
1554663197,0.4995359198069426
1554663207,0.4995824285952898
1554663217,0.49946865037194477
1554663227,0.49951300960066786
1554663237,0.4994221137793759
1554663247,0.4994634553475617
1554663257,0.4994992767330589
1554663267,0.49953061437363094
1554663277,0.4995582605281241
1554663287,0.4994901270047279
1554663297,0.49934135417581454
1554663307,0.4992908984733461
1554663317,0.49932470008739177
1554663327,0.4987487677257906
1554663337,0.49836802785232465
1554663347,0.4977410161951762
