t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552575251,289,30.524550,31.400000,31.400000,31.400000,events/second
1552575261,593,30.469915,31.201066,31.357408,31.385639,events/second
1552575271,871,29.561873,30.950158,31.299575,31.365883,events/second
1552575281,1170,29.651332,30.524753,31.195200,31.329855,events/second
1552575291,1455,29.418287,30.265735,31.119544,31.302960,events/second
1552575301,1753,29.478980,30.115559,31.059810,31.280819,events/second
1552575311,2049,29.498833,30.144513,31.034928,31.269978,events/second
1552575321,2356,29.652632,30.192685,31.014495,31.260408,events/second
1552575331,2687,30.035568,30.385702,31.027461,31.261987,events/second
1552575341,2992,30.084073,30.656558,31.065574,31.272315,events/second
1552575351,3245,29.645853,30.079867,30.931633,31.225034,events/second
1552575361,3531,29.558036,29.786789,30.839265,31.190556,events/second
1552575371,3827,29.562158,29.483059,30.739681,31.153098,events/second
1552575381,4119,29.537434,29.458801,30.695269,31.133671,events/second
1552575391,4387,29.353023,29.431225,30.649390,31.113395,events/second
1552575401,4659,29.218577,28.797646,30.474044,31.049162,events/second
1552575411,4904,28.940104,28.478185,30.353048,31.002149,events/second
1552575421,5200,28.976592,28.186644,30.227249,30.952460,events/second
1552575431,5493,28.994545,28.526435,30.232913,30.946356,events/second
1552575441,5799,29.074409,28.676534,30.208912,30.930377,events/second
1552575451,6077,29.013211,28.813189,30.188731,30.915653,events/second
1552575461,6379,29.067887,28.850818,30.150142,30.894528,events/second
1552575471,6670,29.069240,28.898031,30.118720,30.875774,events/second
1552575481,6954,29.040857,28.907292,30.081771,30.855017,events/second
1552575491,7248,29.055597,28.828135,30.026581,30.827883,events/second
1552575501,7483,28.841368,28.545574,29.929899,30.786609,events/second
1552575511,7745,28.743523,27.712775,29.706124,30.701690,events/second
1552575521,8034,28.749250,27.921264,29.686062,30.683971,events/second
