t,count
1554841192,4
1554841202,11
1554841212,16
1554841222,21
1554841232,26
1554841242,31
1554841252,37
1554841262,42
1554841272,48
1554841282,54
1554841292,60
1554841302,67
1554841312,75
1554841322,81
1554841332,87
1554841342,92
1554841352,97
1554841362,102
1554841372,107
1554841382,115
1554841392,120
1554841402,126
1554841412,132
1554841422,137
1554841432,142
1554841442,150
1554841452,157
1554841462,164
1554841472,171
1554841482,178
1554841492,185
1554841502,194
1554841512,202
1554841522,210
1554841532,217
