t,count
1554840141,8
1554840151,18
1554840161,27
1554840171,36
1554840181,46
1554840191,55
1554840201,65
1554840211,74
1554840221,84
1554840231,94
1554840241,104
1554840251,114
1554840261,124
1554840271,134
1554840281,144
1554840291,153
1554840301,163
1554840311,173
1554840321,183
1554840331,193
1554840341,203
1554840351,212
1554840361,221
1554840371,231
1554840381,240
1554840391,250
1554840401,260
1554840411,270
1554840421,280
1554840431,290
1554840441,300
1554840451,310
1554840461,320
1554840471,330
1554840481,340
1554840491,350
