t,count
1554840141,2
1554840151,7
1554840161,12
1554840171,17
1554840181,22
1554840191,27
1554840201,32
1554840211,37
1554840221,42
1554840231,47
1554840241,52
1554840251,57
1554840261,62
1554840271,67
1554840281,72
1554840291,77
1554840301,82
1554840311,87
1554840321,92
1554840331,97
1554840341,102
1554840351,107
1554840361,112
1554840371,117
1554840381,122
1554840391,129
1554840401,137
1554840411,146
1554840421,155
1554840431,165
1554840441,175
1554840451,185
1554840461,195
1554840471,204
1554840481,214
1554840491,224
