t,count
1554840141,10
1554840151,19
1554840161,29
1554840171,38
1554840181,48
1554840191,58
1554840201,68
1554840211,78
1554840221,88
1554840231,98
1554840241,108
1554840251,118
1554840261,128
1554840271,138
1554840281,148
1554840291,158
1554840301,168
1554840311,178
1554840321,188
1554840331,198
1554840341,208
1554840351,218
1554840361,228
1554840371,238
1554840381,248
1554840391,258
1554840401,268
1554840411,278
1554840421,288
1554840431,298
1554840441,308
1554840451,318
1554840461,328
1554840471,338
1554840481,348
1554840491,358
