t,count
1554841176,5
1554841186,15
1554841196,24
1554841206,34
1554841216,43
1554841226,53
1554841236,63
1554841246,73
1554841256,83
1554841266,93
1554841276,103
1554841286,112
1554841296,122
1554841306,131
1554841316,141
1554841326,151
1554841336,161
1554841346,171
1554841356,181
1554841366,191
1554841376,201
1554841386,211
1554841396,221
1554841406,231
1554841416,241
1554841426,251
1554841436,260
1554841446,270
1554841456,280
1554841466,290
1554841476,300
1554841486,310
1554841496,320
1554841506,330
1554841516,340
1554841526,350
1554841536,360
