t,count
1554841176,5
1554841186,15
1554841196,25
1554841206,35
1554841216,44
1554841226,54
1554841236,64
1554841246,74
1554841256,84
1554841266,94
1554841276,104
1554841286,114
1554841296,124
1554841306,134
1554841316,143
1554841326,153
1554841336,163
1554841346,172
1554841356,182
1554841366,192
1554841376,202
1554841386,212
1554841396,222
1554841406,232
1554841416,242
1554841426,252
1554841436,262
1554841446,272
1554841456,282
1554841466,292
1554841476,302
1554841486,312
1554841496,322
1554841506,332
1554841516,342
1554841526,352
1554841536,362
