t,count
1554841176,3
1554841186,8
1554841196,13
1554841206,18
1554841216,23
1554841226,29
1554841236,34
1554841246,41
1554841256,47
1554841266,53
1554841276,59
1554841286,67
1554841296,74
1554841306,79
1554841316,85
1554841326,90
1554841336,95
1554841346,100
1554841356,107
1554841366,113
1554841376,120
1554841386,126
1554841396,131
1554841406,136
1554841416,143
1554841426,151
1554841436,158
1554841446,165
1554841456,171
1554841466,178
1554841476,187
1554841486,196
1554841496,204
1554841506,214
1554841516,224
1554841526,233
1554841536,243
