t,count
1554841176,3
1554841186,10
1554841196,15
1554841206,21
1554841216,26
1554841226,32
1554841236,38
1554841246,43
1554841256,48
1554841266,54
1554841276,60
1554841286,65
1554841296,73
1554841306,80
1554841316,85
1554841326,91
1554841336,96
1554841346,101
1554841356,106
1554841366,113
1554841376,119
1554841386,126
1554841396,131
1554841406,136
1554841416,141
1554841426,148
1554841436,157
1554841446,163
1554841456,170
1554841466,176
1554841476,183
1554841486,192
1554841496,199
1554841506,207
1554841516,215
1554841526,221
1554841536,229
