t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552607215,272,28.622385,26.000000,26.000000,26.000000,events/second
1552607225,495,25.397559,26.317283,26.071250,26.024211,events/second
1552607235,687,23.307046,25.236805,25.849126,25.949896,events/second
1552607245,873,22.115399,24.136052,25.592238,25.862102,events/second
1552607255,1044,21.101111,23.400662,25.386254,25.789627,events/second
1552607265,1224,20.579384,22.282425,25.079301,25.681541,events/second
1552607275,1462,21.034276,22.026699,24.932562,25.625404,events/second
1552607285,1759,22.127387,22.743497,24.990478,25.637275,events/second
1552607295,1992,22.263327,23.805694,25.144628,25.682139,events/second
1552607305,2163,21.744257,22.626574,24.850897,25.577310,events/second
1552607315,2380,21.734134,22.852763,24.823657,25.559955,events/second
1552607325,2578,21.579503,22.556157,24.689915,25.506417,events/second
1552607335,2814,21.735883,21.888037,24.474555,25.424656,events/second
1552607345,3087,22.133385,23.185811,24.663186,25.477526,events/second
1552607355,3240,21.677493,22.361548,24.438294,25.392704,events/second
1552607365,3411,21.390603,21.278111,24.138732,25.281187,events/second
1552607375,3669,21.650645,21.571211,24.100007,25.255087,events/second
1552607385,3815,21.257637,21.254530,23.951878,25.192533,events/second
1552607395,4029,21.265421,20.394758,23.675803,25.085548,events/second
1552607405,4231,21.212199,20.838848,23.663401,25.065809,events/second
1552607415,4426,21.129521,20.704955,23.543082,25.009810,events/second
1552607425,4591,20.919311,20.215502,23.347698,24.927873,events/second
1552607435,4812,20.969446,20.003311,23.198825,24.860187,events/second
1552607445,5001,20.882110,20.651415,23.231812,24.852910,events/second
1552607455,5214,20.899012,20.688272,23.147443,24.806132,events/second
1552607465,5457,21.031707,20.123964,22.943365,24.718855,events/second
1552607477,5522,19.937547,16.915040,22.074885,24.386414,events/second
1552607485,5527,19.763509,16.915040,22.074885,24.386414,events/second
1552607495,5540,19.137747,14.577336,21.406835,24.135729,events/second
1552607505,5554,18.542718,12.524949,20.744431,23.882304,events/second
1552607515,5565,17.982586,10.801075,20.106939,23.632776,events/second
1552607525,5580,17.466901,9.359116,19.493707,23.387118,events/second
1552607535,5595,16.981661,8.121256,18.897219,23.143061,events/second
1552607545,5702,16.797252,7.982365,18.508603,22.964846,events/second
1552607555,5730,16.396339,7.748411,18.117263,22.783917,events/second
1552607565,5748,15.985148,6.805796,17.575818,22.549849,events/second
1552607575,5763,15.597648,6.020045,17.055265,22.319457,events/second
1552607585,5783,15.238741,5.374748,16.555247,22.092737,events/second
1552607595,5800,14.892192,4.808690,16.068152,21.867396,events/second
1552607605,5818,14.564575,4.345522,15.600332,21.645653,events/second
1552607615,5834,14.247441,3.953459,15.147848,21.426360,events/second
1552607625,5850,13.946313,3.593439,14.703752,21.207293,events/second
1552607635,5864,13.654199,3.272697,14.270909,20.989538,events/second
1552607645,5877,13.372143,2.970491,13.845699,20.771979,events/second
