t,value
1552608243,0.0
1552608253,0.0
1552608263,0.0
1552608273,0.0
1552608283,0.0
1552608293,0.0
1552608303,0.0
1552608313,0.0
1552608323,0.0
1552608333,0.0
1552608343,0.0
1552608353,0.0
1552608363,0.0
1552608373,0.0
1552608383,0.0
1552608393,0.0
1552608403,0.0
1552608413,0.0
1552608423,0.0
1552608433,0.09090909090909091
1552608443,0.09090909090909091
1552608453,0.08333333333333333
1552608463,0.15384615384615385
1552608473,0.14285714285714285
1552608483,0.13333333333333333
1552608493,0.125
1552608503,0.125
