t,count
1554825107,6
1554825117,16
1554825127,25
1554825137,35
1554825147,44
1554825157,54
1554825167,64
1554825177,73
1554825187,83
1554825197,93
1554825207,103
1554825217,113
1554825227,123
1554825237,133
1554825247,142
1554825257,152
1554825267,162
1554825277,172
1554825287,182
1554825297,192
1554825307,202
1554825317,211
1554825327,221
1554825337,231
1554825347,241
1554825357,251
1554825367,261
1554825377,271
1554825387,281
1554825397,291
1554825407,301
1554825417,311
1554825427,321
1554825437,331
1554825447,341
1554825457,351
