t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554825107,5,0.754688,0.800000,0.800000,0.800000,events/second
1554825117,14,0.841259,0.800000,0.800000,0.800000,events/second
1554825127,34,1.275147,0.938806,0.829533,0.809948,events/second
1554825137,58,1.583795,1.177838,0.884270,0.828619,events/second
1554825147,91,1.950869,1.476122,0.957047,0.853732,events/second
1554825157,121,2.136772,1.726056,1.027328,0.878556,events/second
1554825167,151,2.266838,1.922908,1.092055,0.902003,events/second
1554825177,190,2.479805,2.211076,1.180832,0.934025,events/second
1554825187,243,2.805708,2.609802,1.299537,0.976748,events/second
1554825197,309,3.197949,3.191667,1.466750,1.036673,events/second
1554825207,378,3.545075,3.760324,1.644846,1.101458,events/second
1554825217,447,3.833115,4.273665,1.823714,1.167742,events/second
1554825227,520,4.106704,4.736345,2.003167,1.235492,events/second
1554825237,589,4.310603,5.037162,2.157120,1.295870,events/second
1554825247,656,4.474352,5.335937,2.315779,1.358886,events/second
1554825257,721,4.603355,5.514002,2.452927,1.415690,events/second
1554825267,786,4.717302,5.634028,2.579021,1.469657,events/second
1554825277,848,4.801168,5.765053,2.707484,1.525231,events/second
1554825287,914,4.897470,5.862529,2.828540,1.579095,events/second
1554825297,980,4.983959,5.946319,2.945681,1.632370,events/second
1554825307,1042,5.042785,6.046671,3.065483,1.687261,events/second
1554825317,1113,5.138241,6.195582,3.194581,1.745977,events/second
1554825327,1188,5.242212,6.395194,3.335703,1.809553,events/second
1554825337,1264,5.342207,6.581433,3.475557,1.873542,events/second
1554825347,1343,5.445411,6.724367,3.607576,1.935721,events/second
1554825357,1416,5.517792,6.842802,3.735158,1.997201,events/second
1554825367,1488,5.581020,6.929621,3.855360,2.056906,events/second
1554825377,1565,5.657386,7.016545,3.974819,2.117047,events/second
1554825387,1644,5.735844,7.166245,4.106725,2.182045,events/second
1554825397,1710,5.765068,7.078037,4.188410,2.230856,events/second
1554825407,1775,5.788960,7.035353,4.274028,2.281343,events/second
1554825417,1842,5.817828,6.968519,4.350282,2.329063,events/second
1554825427,1906,5.835719,6.882519,4.417535,2.374051,events/second
1554825437,1973,5.861191,6.809722,4.482582,2.418542,events/second
1554825447,2039,5.882176,6.778805,4.552054,2.464752,events/second
1554825457,2111,5.919420,6.876727,4.645530,2.519297,events/second
