t,count
1554825117,3
1554825127,9
1554825137,14
1554825147,20
1554825157,26
1554825167,32
1554825177,38
1554825187,44
1554825197,50
1554825207,55
1554825217,62
1554825227,67
1554825237,74
1554825247,81
1554825257,87
1554825267,93
1554825277,99
1554825287,104
1554825297,109
1554825307,116
1554825317,123
1554825327,129
1554825337,135
1554825347,140
1554825357,145
1554825367,152
1554825377,162
1554825387,170
1554825397,180
1554825407,190
1554825417,200
1554825427,210
1554825437,219
1554825447,229
1554825457,239
