t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1552650775,28,2.997772,2.800000,2.800000,2.800000,events/second
1552650785,57,2.946767,2.830704,2.806557,2.802210,events/second
1552650795,86,2.931743,2.841981,2.809648,2.803294,events/second
1552650805,115,2.923641,2.835536,2.809331,2.803257,events/second
1552650815,143,2.898674,2.860784,2.815582,2.805431,events/second
1552650825,171,2.881537,2.836740,2.811820,2.804269,events/second
1552650835,201,2.898960,2.861804,2.817989,2.806432,events/second
1552650845,229,2.886592,2.852316,2.817400,2.806361,events/second
1552650855,258,2.887990,2.860275,2.820135,2.807399,events/second
1552650865,286,2.879281,2.867013,2.822781,2.808425,events/second
1552650875,316,2.890322,2.858004,2.822088,2.808338,events/second
1552650885,346,2.899483,2.879803,2.827921,2.810456,events/second
1552650895,374,2.891839,2.882264,2.830257,2.811442,events/second
1552650905,402,2.885275,2.853644,2.825959,2.810208,events/second
1552650915,428,2.866150,2.844130,2.825053,2.810089,events/second
1552650925,459,2.880791,2.853347,2.827538,2.811085,events/second
1552650935,487,2.876062,2.859869,2.829886,2.812065,events/second
1552650945,517,2.882984,2.866669,2.832212,2.813039,events/second
1552650955,546,2.883884,2.871147,2.834407,2.813997,events/second
1552650965,574,2.879671,2.874937,2.836530,2.814944,events/second
1552650975,603,2.880658,2.878145,2.838584,2.815881,events/second
1552650985,632,2.881546,2.882140,2.840624,2.816814,events/second
1552650995,661,2.882313,2.869530,2.839293,2.816628,events/second
1552651005,690,2.883054,2.889559,2.844561,2.818654,events/second
1552651015,720,2.885851,2.906514,2.849657,2.820658,events/second
1552651025,744,2.867912,2.858180,2.841418,2.818214,events/second
1552651035,772,2.866293,2.850527,2.840114,2.818018,events/second
1552651045,798,2.856753,2.797354,2.828992,2.814508,events/second
