t,count
1554840143,2
1554840153,7
1554840163,12
1554840173,17
1554840183,22
1554840193,27
1554840203,32
1554840213,37
1554840223,42
1554840233,47
1554840243,52
1554840253,57
1554840263,62
1554840273,67
1554840283,73
1554840293,78
1554840303,83
1554840313,88
1554840323,93
1554840333,98
1554840343,103
1554840353,108
1554840363,113
1554840373,118
1554840383,123
1554840393,128
1554840403,133
1554840413,138
1554840423,144
1554840433,150
1554840443,157
1554840453,165
1554840463,173
1554840473,183
1554840483,192
