t,count
1554840143,4
1554840153,10
1554840163,15
1554840173,21
1554840183,27
1554840193,32
1554840203,38
1554840213,44
1554840223,49
1554840233,56
1554840243,61
1554840253,66
1554840263,75
1554840273,80
1554840283,86
1554840293,91
1554840303,96
1554840313,102
1554840323,107
1554840333,114
1554840343,119
1554840353,126
1554840363,131
1554840373,136
1554840383,141
1554840393,151
1554840403,161
1554840413,171
1554840423,181
1554840433,191
1554840443,201
1554840453,211
1554840463,221
1554840473,231
1554840483,241
