t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1554840125,1,4.793535,0.000000,0.000000,0.000000,events/second
1554840135,9,0.880106,0.815991,0.803306,0.801108,events/second
1554840145,18,0.889206,0.829527,0.806503,0.802204,events/second
1554840155,29,0.959177,0.856977,0.812901,0.804396,events/second
1554840165,48,1.193340,1.017739,0.848568,0.816505,events/second
1554840175,78,1.553127,1.339322,0.922461,0.841746,events/second
1554840185,123,2.042866,1.793201,1.033162,0.879955,events/second
1554840195,172,2.449717,2.300216,1.166462,0.926582,events/second
1554840205,226,2.817550,2.747943,1.298806,0.973814,events/second
1554840215,281,3.115091,3.200498,1.443067,1.026033,events/second
1554840225,343,3.422667,3.647543,1.595821,1.082108,events/second
1554840235,403,3.656569,3.991418,1.736847,1.135334,events/second
1554840245,463,3.851524,4.298494,1.876555,1.189081,events/second
1554840255,526,4.039673,4.622392,2.024906,1.246665,events/second
1554840265,592,4.222028,4.910000,2.171590,1.304710,events/second
1554840275,657,4.374032,5.157290,2.313629,1.362131,events/second
1554840285,726,4.531672,5.441458,2.467321,1.424433,events/second
1554840295,803,4.717795,5.787547,2.638841,1.493773,events/second
1554840305,884,4.905482,6.124641,2.814492,1.565652,events/second
1554840315,963,5.062921,6.380561,2.977881,1.634533,events/second
1554840325,1041,5.199342,6.614462,3.139275,1.703767,events/second
1554840335,1123,5.342325,6.859150,3.305240,1.775554,events/second
1554840345,1209,5.490295,7.141114,3.482074,1.852063,events/second
1554840355,1298,5.638423,7.398341,3.656525,1.928848,events/second
1554840365,1397,5.815818,7.765761,3.857878,2.015815,events/second
1554840375,1488,5.947048,8.001934,4.036319,2.096305,events/second
1554840385,1579,6.068251,8.172425,4.202408,2.173702,events/second
1554840395,1678,6.210125,8.421009,4.385865,2.257964,events/second
1554840405,1770,6.316788,8.552754,4.546832,2.335760,events/second
1554840415,1868,6.436695,8.728238,4.715746,2.417129,events/second
1554840425,1972,6.568810,8.967614,4.898738,2.504223,events/second
1554840435,2078,6.698744,9.231649,5.088844,2.594774,events/second
1554840445,2178,6.801529,9.375194,5.256189,2.678784,events/second
1554840455,2284,6.916939,9.564503,5.431434,2.766316,events/second
1554840465,2386,7.013356,9.630081,5.581155,2.846240,events/second
1554840475,2488,7.104278,9.731008,5.735775,2.928591,events/second
1554840485,2592,7.195252,9.816441,5.885327,3.010033,events/second
