t,count
1554840145,6
1554840155,16
1554840165,25
1554840175,34
1554840185,44
1554840195,54
1554840205,64
1554840215,74
1554840225,84
1554840235,94
1554840245,104
1554840255,114
1554840265,124
1554840275,134
1554840285,144
1554840295,154
1554840305,164
1554840315,174
1554840325,184
1554840335,194
1554840345,204
1554840355,214
1554840365,224
1554840375,234
1554840385,244
1554840395,254
1554840405,264
1554840415,274
1554840425,284
1554840435,294
1554840445,304
1554840455,314
1554840465,324
1554840475,334
1554840485,344
