t,count
1554840145,5
1554840155,12
1554840165,17
1554840175,22
1554840185,28
1554840195,34
1554840205,39
1554840215,44
1554840225,50
1554840235,55
1554840245,62
1554840255,67
1554840265,74
1554840275,82
1554840285,87
1554840295,93
1554840305,98
1554840315,103
1554840325,108
1554840335,114
1554840345,120
1554840355,127
1554840365,133
1554840375,139
1554840385,149
1554840395,159
1554840405,169
1554840415,179
1554840425,189
1554840435,199
1554840445,209
1554840455,219
1554840465,229
1554840475,239
1554840485,249
