t,count
1554824108,5
1554824118,11
1554824128,17
1554824138,23
1554824148,29
1554824158,34
1554824168,41
1554824178,46
1554824188,52
1554824198,58
1554824208,64
1554824218,69
1554824228,78
1554824238,83
1554824248,89
1554824258,95
1554824268,101
1554824278,106
1554824288,111
1554824298,119
1554824308,124
1554824318,130
1554824328,135
1554824338,140
1554824348,146
1554824358,154
1554824368,162
1554824378,169
1554824388,175
1554824398,185
1554824408,194
1554824418,204
1554824428,214
1554824438,224
