t,count
1552603119,7
1552603129,16
1552603139,24
1552603149,33
1552603159,42
1552603169,50
1552603179,58
1552603189,68
1552603199,78
1552603209,88
1552603219,98
1552603229,108
1552603239,117
1552603249,127
1552603259,137
1552603269,147
1552603279,157
1552603289,167
1552603299,177
1552603309,187
1552603319,197
1552603329,207
1552603340,220
1552603349,226
1552603359,235
1552603369,245
1552603379,255
1552603389,265
1552603399,275
1552603409,285
1552603419,295
1552603429,305
1552603439,315
1552603449,325
1552603459,335
1552603469,345
